date,open,low,high,close,volume,daily_volatility_percentage,20_days_moving_average_of_close_price,60_days_moving_average_of_close_price,20_days_moving_average_of_volume,60_days_moving_average_of_volume,turnover
2024-01-02,62.38999938964844,62.38999938964844,65.48999786376953,65.44999694824219,1458700,4.736437920039279,,,,,95471910.54840088
2024-01-03,65.44999694824219,65.12999725341797,67.05999755859375,65.51000213623047,2586900,2.9461154667073197,,,,,169467824.5262146
2024-01-04,65.45999908447266,65.36000061035156,67.36000061035156,66.58999633789062,2999500,3.003454137242492,,,,,199736694.01550293
2024-01-05,66.31999969482422,65.18000030517578,66.47000122070312,65.26000213623047,1942600,1.9767098885998542,,,,,126774080.14984131
2024-01-08,64.9000015258789,62.349998474121094,65.83999633789062,65.81999969482422,2102000,5.302336493392552,,,,,138353639.3585205
2024-01-09,65.81999969482422,63.45000076293945,66.16999816894531,64.37999725341797,1951300,4.224910720792945,,,,,125624688.64059448
2024-01-10,64.19999694824219,63.869998931884766,65.18000030517578,64.13999938964844,1752800,2.042409394694252,,,,,112424590.93017578
2024-01-11,63.58000183105469,62.70000076293945,63.58000183105469,63.11000061035156,1780200,1.394392425296369,,,,,112348423.08654785
2024-01-12,63.29999923706055,62.459999084472656,63.880001068115234,62.7400016784668,1125200,2.2633119949850777,,,,,70595049.88861084
2024-01-16,62.59000015258789,61.220001220703125,62.63999938964844,61.34000015258789,1410600,2.3149627737413754,,,,,86526204.21524048
2024-01-17,61.18000030517578,60.369998931884766,61.84000015258789,61.47999954223633,1218600,2.39102347372863,,,,,74919527.44216919
2024-01-18,61.29999923706055,60.27000045776367,61.54999923706055,61.18000030517578,1139400,2.092184983511005,,,,,69708492.34771729
2024-01-19,61.279998779296875,60.45000076293945,61.66999816894531,61.4900016784668,1212300,1.984058176458126,,,,,74544329.0348053
2024-01-22,61.810001373291016,60.61000061035156,61.93000030517578,61.5,1117100,2.1463409671938516,,,,,68701650.0
2024-01-23,61.72999954223633,60.93000030517578,62.189998626708984,61.869998931884766,1097500,2.0365255265648012,,,,,67902323.82774353
2024-01-24,62.04999923706055,60.779998779296875,62.13999938964844,60.84000015258789,1317300,2.2353724637420362,,,,,80144532.20100403
2024-01-25,60.72999954223633,59.58000183105469,61.31999969482422,60.91999816894531,1114700,2.8562014380632657,,,,,67907521.95892334
2024-01-26,61.31999969482422,60.29999923706055,61.709999084472656,60.63999938964844,1030100,2.325197660956447,,,,,62465263.371276855
2024-01-29,60.36000061035156,59.77000045776367,60.84000015258789,60.470001220703125,1253100,1.7694719252922435,,,,,75774958.52966309
2024-01-30,60.5,59.150001525878906,60.5,59.279998779296875,1865500,2.277325408097969,62.7004997253418,,1573770.0,,110586837.72277832
2024-01-31,59.29999923706055,58.52000045776367,59.47999954223633,58.77000045776367,1857900,1.6334849021527238,62.36649990081787,,1593730.0,,109188783.85047913
2024-02-01,58.52000045776367,58.029998779296875,59.27000045776367,59.15999984741211,1402300,2.0960136606914466,62.04899978637695,,1534500.0,,82960067.786026
2024-02-02,58.630001068115234,58.04999923706055,59.27000045776367,58.349998474121094,1148100,2.0908333378007025,61.636999893188474,,1441930.0,,66991633.24813843
2024-02-05,58.0,57.630001068115234,58.470001220703125,58.060001373291016,1249000,1.4467794225273833,61.2769998550415,,1407250.0,,72516941.71524048
2024-02-06,58.5,57.689998626708984,59.939998626708984,59.630001068115234,2025600,3.7732684214273773,60.96749992370606,,1403430.0,,120786530.16357422
2024-02-07,59.2400016784668,57.34000015258789,59.58000183105469,57.34000015258789,1368600,3.906525414206334,60.61550006866455,,1374295.0,,78475524.20883179
2024-02-08,57.349998474121094,56.099998474121094,57.720001220703125,57.36000061035156,1703700,2.8242725406974194,60.276500129699706,,1371840.0,,97724233.03985596
2024-02-09,57.369998931884766,57.09000015258789,57.959999084472656,57.65999984741211,1761900,1.5088431047295827,60.00400009155273,,1370925.0,,101591153.7311554
2024-02-12,57.790000915527344,57.380001068115234,58.43000030517578,57.84000015258789,2211600,1.815351373254738,59.75900001525879,,1425245.0,,127918944.33746338
2024-02-13,60.040000915527344,57.83000183105469,60.70000076293945,59.34000015258789,3494600,4.836533408332999,59.65900001525879,,1529445.0,,207369564.53323364
2024-02-14,58.59000015258789,57.5099983215332,60.20000076293945,57.88999938964844,2235700,4.64674809080627,59.4795000076294,,1580300.0,,129424671.63543701
2024-02-15,58.09000015258789,57.88999938964844,59.869998931884766,58.970001220703125,1436600,3.3576386319306906,59.36900005340576,,1595160.0,,84716303.75366211
2024-02-16,58.880001068115234,57.91999816894531,59.11000061035156,57.959999084472656,1132000,2.053144341275617,59.19249992370605,,1591145.0,,65610718.96362305
2024-02-20,57.790000915527344,57.619998931884766,59.5,58.81999969482422,2167000,3.1961936039939527,59.05849990844727,,1643640.0,,127462939.33868408
2024-02-21,59.08000183105469,59.04999923706055,60.459999084472656,60.33000183105469,1960800,2.3371453748014246,58.98150005340576,,1686805.0,,118295067.59033203
2024-02-22,60.33000183105469,59.459999084472656,61.34000015258789,60.90999984741211,1701500,3.086522858028065,58.98500003814697,,1706015.0,,103638364.7403717
2024-02-23,61.79999923706055,60.310001373291016,61.869998931884766,60.59000015258789,1373200,2.574678254934977,58.9685001373291,,1718940.0,,83202188.20953369
2024-02-26,60.33000183105469,60.099998474121094,61.439998626708984,60.529998779296875,1246700,2.2137785884876178,58.96300010681152,,1729770.0,,75462749.47814941
2024-02-27,60.650001525878906,59.72999954223633,61.47999954223633,61.0,1370000,2.8688524590163933,58.98950004577637,,1735615.0,,83570000.0
2024-02-28,60.77000045776367,59.90999984741211,61.0,59.97999954223633,1118700,1.8172726924086442,59.02450008392334,,1698275.0,,67099625.48789978
2024-02-29,60.209999084472656,58.25,60.209999084472656,58.36000061035156,3087000,3.35846309796817,59.00400009155273,,1759730.0,,180157321.88415527
2024-03-01,58.70000076293945,58.369998931884766,59.65999984741211,59.04999923706055,1574700,2.1845909097281115,58.99850006103516,,1768350.0,,92986033.79859924
2024-03-04,59.25,58.06999969482422,59.779998779296875,59.720001220703125,1663300,2.863360766107706,59.067000198364255,,1794110.0,,99332278.03039551
2024-03-05,59.959999084472656,58.06999969482422,60.189998626708984,58.900001525878906,1876800,3.599318976168959,59.10900020599365,,1825500.0,,110543522.86376953
2024-03-06,59.209999084472656,58.52000045776367,59.70000076293945,59.2599983215332,1797500,1.991225681062847,59.090500068664554,,1814095.0,,106519846.98295593
2024-03-07,59.4900016784668,58.33000183105469,59.720001220703125,59.029998779296875,1581700,2.354733895295185,59.175,,1824750.0,,93367749.06921387
2024-03-08,59.16999816894531,59.13999938964844,60.16999816894531,60.02000045776367,1572400,1.7160925882059757,59.307999992370604,,1818185.0,,94375448.7197876
2024-03-11,60.150001525878906,59.70000076293945,61.15999984741211,60.790000915527344,2193100,2.4017092654784524,59.46450004577637,,1839745.0,,133318551.00784302
2024-03-12,60.720001220703125,58.900001525878906,60.900001525878906,59.33000183105469,1643800,3.370975793486583,59.53900012969971,,1811355.0,,97526657.0098877
2024-03-13,59.349998474121094,58.599998474121094,60.220001220703125,58.91999816894531,1335500,2.749495582021044,59.51800003051758,,1703400.0,,78687657.55462646
