date,open,low,high,close,volume,daily_volatility_percentage,20_days_moving_average_of_close_price,60_days_moving_average_of_close_price,20_days_moving_average_of_volume,60_days_moving_average_of_volume,turnover
2024-04-24,0.8399999737739563,0.800000011920929,0.8399999737739563,0.8100000023841858,254700,4.9382668808999854,,,,,206307.00060725212
2024-04-25,0.7900000214576721,0.7599999904632568,0.8100000023841858,0.7900000214576721,630300,6.329115261120019,,,,,497937.01352477074
2024-04-26,0.800000011920929,0.7900000214576721,0.8199999928474426,0.7900000214576721,189100,3.7974646297370884,,,,,149389.0040576458
2024-04-29,0.7900000214576721,0.7799999713897705,0.8100000023841858,0.7799999713897705,447400,3.8461579608730645,,,,,348971.9871997833
2024-04-30,0.7699999809265137,0.75,0.800000011920929,0.7799999713897705,1215500,6.410258173707503,,,,,948089.965224266
2024-05-01,0.7599999904632568,0.7599999904632568,0.8199999928474426,0.800000011920929,940300,7.500000186264512,,,,,752240.0112092495
2024-05-02,0.8199999928474426,0.800000011920929,0.9200000166893005,0.8999999761581421,575200,13.333334216365131,,,,,517679.98628616333
2024-05-03,0.8999999761581421,0.8700000047683716,1.0299999713897705,1.0099999904632568,1083200,15.841581003185132,,,,,1094031.9896697998
2024-05-06,1.0099999904632568,0.9800000190734863,1.0299999713897705,1.0099999904632568,483300,4.950490375089083,,,,,488132.995390892
2024-05-07,0.9900000095367432,0.9599999785423279,1.0099999904632568,0.9700000286102295,375800,5.1546402521829435,,,,,364526.01075172424
2024-05-08,0.9700000286102295,0.8899999856948853,0.9900000095367432,0.9700000286102295,558200,10.309280504365887,,,,,541454.0159702301
2024-05-09,0.9599999785423279,0.9100000262260437,0.9700000286102295,0.9200000166893005,349900,6.521739271277513,,,,,321908.00583958626
2024-05-10,0.9200000166893005,0.8999999761581421,1.0299999713897705,0.9700000286102295,425900,13.402060968790517,,,,,413123.01218509674
2024-05-13,0.9599999785423279,0.9599999785423279,1.0800000429153442,1.0299999713897705,918700,11.650492010315423,,,,,946260.9737157822
2024-05-14,1.100000023841858,1.090000033378601,1.25,1.2200000286102295,2757900,13.114751054855619,,,,,3364638.078904152
2024-05-15,1.2200000286102295,1.1100000143051147,1.2899999618530273,1.1299999952316284,815900,15.929198965263364,,,,,921966.9961094856
2024-05-16,1.159999966621399,1.1100000143051147,1.2599999904632568,1.25,735700,11.999998092651367,,,,,919625.0
